Name,Email,Phone,City,State,Zip
"New Hope Pet Rescue",nhpr@newhopepetrescue.com,(989) 640-4709,"Laingsburg",MI,48848
"Newaygo County Animal Shelter",animalshelter@co.newaygo.mi.us,(231) 689-1867,"White Cloud",MI,49349
"Nikki's Pet Rescue",nikkispetrescue@gmail.com,(810) 919-4608,"Saginaw",MI,48602
"Northern Michigan Animal Rescue Network",boots@nmarn.org,231-238-7297,"Topinabee",MI,49791
"Northwoods Animal Shelter",northwoodsanimalshelter@hotmail.com,906 265-PETS,"Iron River",MI,49935
"Oakland County Animal Shelter and Pet Adoption Center",petadoption@oakgov.com,(248) 858-1070,"Pontiac",MI,48341
"Oceana County Animal Friends",ocaf.rescue@gmail.com,(231) 869-5428,"Pentwater",MI,49449
"Oceana County Animal Shelter",oceanashelter@yahoo.com,(231) 861-5395,"Shelby",MI,49455
"Old English Sheepdog Rescue of MI (OESR of MI)",oesrofmi@gmail.com,(734) 451-5553,"Plymouth",MI,48170
"One Last Treat",info@onelasttreat.org,(989) 388-2046,"Newport",MI,48166
"Ontonagon County Animal Protection",jwolfe2@jamadots.com,906 884-2500,"Ontonagon",MI,49953
"Orphan Animals",orphananimalsmi@gmail.com,206-309-0979,"Bay City",MI,48706
"Osceloa County Animal Control",oscacontrol@sbcglobal.net,231-832-5790,"Reed City",MI,49677
"P.O.E.T. Animal Rescue",poetdogs@gmail.com,,"Garden City",MI,48136
"PAAW - Pet Adoption Alternative Warren",paawarren@aol.com,(586) 825-3350,"Warren",MI,48092
"PapAdopters & Placement Service",info@papadopters.com,,"Wolverine Lake",MI,48390
"Paradise Animal Rescue",adopt@parpets.org,(810) 969-4455,"Lapeer",MI,48446
"Paws and Think Detroit",pawsandthinkdetroit@gmail.com,,"Detroit",MI,48221
"Paws for Life Rescue and Adoption",info@pawsforliferescue.org,(248) 906-8752,"Troy",MI,48083
"Paws For The Cause Feral Cat Rescue",laurawilhelm11@yahoo.com,586-804-7297,"Chesterfield",MI,48051
"Paws of Hope",paws4ever2012@gmail.com,(269) 340-0272,"Stevensville",MI,49127
"Paws Rescue",pawsrescuemail@gmail.com,,"Swartz Creek",MI,48473
"Peke A Tzu Rescue",info@pekeatzurescue.com,,"Trufant",MI,49347
"Pet Angel Adoption and Rescue Inc.",petangeladoption@hotmail.com,(989) 652-0552,"Frankenmuth",MI,48734
"Pet Angels for Life Volunteers (PALs)",petangels@gmail.com,(734) 645-7705,"Ann Arbor",MI,48105
"Pet Tales Rescue",kbrown0312@gmail.com,(616) 446-1591,"Kentwood",MI,49548
"Pit Stop for Change Rescue and Rehabilitation",pitstopdogrescue@gmail.com,,"River Rouge",MI,48218
"Pixie's Animal Welfare Society",pixieanimalrescue@gmail.com,,"Brighton",MI,48116
"Pomeranian Club of Michigan Rescue",magicalpoms@att.net,(810) 241-9434,"Flint",MI,48506
"Poodle Rescue of Michigan",poodlez5@yahoo.com,(248) 344-0181,"Novi",MI,48375
"Precious Pets Adoption League",ppal2011@yahoo.com,(586) 405-5741,"Sterling Heights",MI,48312
"Project Hope Animal Rescue",projecthoperescue@gmail.com,517-227-4071,"Coldwater",MI,49036
"Providing for Paws",providingforpaws2011@gmail.com,(734) 237-1812,"Garden City",MI,48135
"Pug Rescue Network",curlytails@pugrescuenetwork.com,(248)432-0102,"Livonia",MI,48151
"Purrfect Kitties",quincyone2@aol.com,517-394-4955,"Lansing",MI,48911
"RAP Cats",rap@carolsferals.org,616-560-0555,"Grand Rapids",MI,49515
"Reality's Chance Rescue",laura@realityschance.org,419-302-6882,"Pleasant Lake",MI,49272
"Redemption Road Rescue",redemptionrescuemi@gmail.com,(248) 881-1777,"Macomb",MI,48042
"Refurbished Pets of Southern Michigan",rpsmrescue@gmail.com,(855) 795-7776,"Coldwater",MI,49036
"Res-Q-Angels",resqangel2006@hotmail.com,313-287-0667,"Warren",MI,48090
"Rescue One",aboutrescuedogs@aol.com,(810) 252-1775,"Fenton",MI,48430
"RetroDoggy Rescue",petrealtors@yahoo.com,248-366-8674,"Commerce",MI,48382
"Reubens Room Cat Rescue",salbobfam@sbcglobal.net,(616) 481-6878,"Grand Rapids",MI,49514
"Ridgeback Rescue of the US",bellux@yahoo.com,,"Muskegon",MI,49441
"River Rouge Animal Shelter",pkelly306@aol.com,313-205-1732,"River Rouge",MI,48218
"ROAR- Reflections Outcast Animal Rescue",adoptroarbc@gmail.com,,"Battle Creek",MI,49037
"Roscommon County Animal Shelter",animalshelter@roscommoncounty.net,989-366-0260,"Prudenville",MI,48651
"Rottweiler Rescue of Michigan Inc",silvar@msu.edu,,"Lansing",MI,48909
"Roughneck Rescue",roughneckrescue1@gmail.com,734-474-9230,"Willis",MI,48191
"Royal Oak Animal Shelter",roas@romi.gov,(248) 246-3364,"Royal Oak",MI,48073
"SAFARI - Special Animal Friends and Rescue, Inc.",info@safarianimalrescue.org,,"Livonia",MI,48153
"SAFE Animal Rescue",safefurbabies@gmail.com,248-242-4226,"Commerce",MI,48382
"Sanilac County Humane Society",societypets@att.net,(810) 657-8962,"Carsonville",MI,48419
"Save Animals From Euthanasia (S.A.F.E.)",safedogrescue@sbcglobal.net,(989) 539-6869,"Harrison",MI,48625
"Saved by Zade",savedbyzade@gmail.com,,"Eaton Rapids",MI,48827
"Saving Argo Dog Rescue",brandilyn1980@gmail.com,6163187373,"Grand Rapids",MI,49514
"Saving Tails Animal Rescue (STAR)",info@savingtailsanimalrescue.org,,"Northville",MI,48167
"Scooter's ResQ",scooter8100@gmail.com,586-774-4738,"Macomb",MI,48044
"Second Chance Bouvier Rescue",jbfern@wowway.com,734-261-6685 **emergencies only**,"Westland",MI,48185
"Senior Moments Weimaraners, Inc.",adoption@seniormomentsweims.com,(888) 941-6512,"Douglas",MI,49406
"Serenity Animal Hospital",adoptions@serenityanimalhospital.net,586-264-8387,"Sterling Heights",MI,48312
"Shelly Olree's Shelter",soscatrescue@voyager.net,989-742-2230,"Hillman",MI,49746
"Shelter Angels",hacker5759@hotmail.com,(989) 980-3106,"Linwood",MI,48634
"Shelter to Home, Inc.",info@sheltertohome.com,,"Wyandotte",MI,48192
"Shiawassee Humane Society",shspets@michonline.net,989-723-4262,"Owosso",MI,48867
"Silver Lake Animal Rescue League",slarl@yahoo.com,248-955-2917,"Sylvan Lake",MI,48320
"SMART Paws",info.smartpaws@gmail.com,,"Midland",MI,48641
"sniffydogs.petfinder.com",sniffydogs@yahoo.com,,"Kentwood",MI,49508
"SOS Animal Rescue",info@sosar.org,(989) 492-0042,"Midland",MI,48640
"Spay Neuter Assistance Program of Michigan",snapofmichigan@gmail.com,(269) 340-0330,"Niles",MI,49120
"SPCA of Southwest Michigan",info@spcaswmich.org,(269) 344-1474,"Kalamazoo",MI,49009
"Special Cats for Special People",ddunn4cats@gmail.com,(517) 548-0801,"Howell",MI,48843
"St. Clair County SHERIFF'S Animal Control",rmayes@stclaircounty.org,810-984-3155,"Port Huron",MI,48060
"St. Joseph County Animal Control",sachseb@stjosephcountymi.org,(269) 467-6475,"Centreville",MI,49032
"Tail Wagger's 1990",tailwaggers.1990@yahoo.com,734-855-4077,"Livonia",MI,48154
"Teacher's Pet",johnson2@oakland.edu,248-930-2909,"Oakland Township",MI,48307
"The Animal Aid Foundation",info@myanimalaid.org,,"Rochester Hills",MI,48307
"The Buster Foundation",info@busterdogs.com,,"Belleville",MI,48111
"The Cat Connection",momcat22872287@att.net,(248) 622-4331,"Lake Orion",MI,48360
"The Cat Connection",momcat22872287@att.net,(248) 622-4331,"Royal Oak",MI,48073
"The Fair Street Project",thefairstreetproject@hotmail.com,,"Ada",MI,49301
"The Ferndale Cat Shelter",admin@ferndalecatshelter.org,(248) 733-3554,"Ferndale",MI,48220
"The Kitten Nursery",kittennursery1@gmail.com,,"Williamston",MI,48895
"The Life of Fostering Furbabies Animal Rescue",thelifeoffosteringfurbabies@gmail.com,(810) 275-7977,"Burton",MI,48509
"The Noah Project",info@noahprojectmuskegon.org,(231) 865-1264,"Muskegon",MI,49443
"Thumb Animal Shelter",echelon@airadv.net,989-375-4204,"Elkton",MI,48731
"Tigerlily Cat Rescue",tigerlilyrescue@aol.com,586-431-5353,"Sterling Heights",MI,48311
"Tina's Bed and Biscuit, Inc",tina@tinasbedandbiscuit.org,(231) 645-8944,"Beulah",MI,49617
"Tiny Lions Cat Rescue",tinylionscatrescue@yahoo.com,,"Ann Arbor",MI,48103
"Tiny Paws Rescue & Sanctuary",maggie1883@aol.com,,"Warren",MI,48093
"Toby's Friends Animal Rescue",info@tobysfriends.com,,"Dearborn",MI,48121
"Top Dog Animal Rescue Group",topdogrescue1@aol.com,,"Troy",MI,48085
"Trenton-Woodhaven Animal Shelter",beicher@woodhavenmi.org,(734) 675-4956,"Woodhaven",MI,48183
"Tri-County Collie Rescue",contact@collierescue.com,,"Holly",MI,48442
"Trinity Acres Rescue",jannlifsey@peoplepc.com,(517) 410-0074,"Eaton Rapids",MI,48827
"Tuscola County Animal Control Shelter",tcac@tuscolacounty.org,(989) 672-3863,"Caro",MI,48723
"Tyson's Place Animal Rescue",tysonsplacerescue@gmail.com,,"Jamestown",MI,49427
"Underdog Cat Rescue",underdogcatrescue@att.net,,"Mount Clemens",MI,48046
"Unleashed Love Pet Rescue",unleashedlovepetrescue@gmail.com,(616) 329-6766,"Grand Rapids",MI,49548
"Up-Cycled Pets",upcycledpets@gmail.com,269-506-3078,"Three Rivers",MI,49093
"Upper Peninsula Animal Welfare Shelter",info@upaws.org,906-475-6661,"Negaunee",MI,49866
"WAG Animal Rescue",waganimalrescue@yahoo.com,,"Wyandotte",MI,48174
"Wags and Whiskers",lesannpayne@yahoo.com,,"Livonia",MI,48154
"West Michigan Critter Haven",info@wmicritterhaven.org,,"Grand Rapids",MI,49501
"West Michigan Ferret Connection",wmfc2001@sbcglobal.net,616/447-2978,"Grand Rapids",MI,49505
"What We Do Is For The Love Of Pets",reedpat620@yahoo.com,(313) 671-4134,"Detroit",MI,48221
"Whiskers Cat Rescue and Canine",whiskersrescue123@gmail.com,,"Clarkston",MI,48348
"Wild Dog Rescue",wilddogonline@gmail.com,269-205-3646,"Saugatuck",MI,49453
"Wilson Vet Hospital/The Sparky Fund",sparkyfund@gmail.com,586.752.6217,"Washington",MI,48095
"Wyandotte Animal Adoption Center",wacvolunteers@gmail.com,,"Wyandotte",MI,48192
"4 Pits Sake Rescue",beth@4pitssakerescue.com,,"St. Paul",MN,55119
"A Rotta Love Plus - Rottweiler & Pit Bull Rescue",info@arottalove.org,,"Golden Valley",MN,55422
"A Safe Place Shelter",asafek9place@gmail.com,(651) 464-0801,"Forest Lake",MN,55025
"Across America Boxer Rescue",acrossamericaboxerrescue@gmail.com,612-354-4601,"Shakopee",MN,55379
"ACT V Rescue & Rehabilitation",info@actvrescue.org,,"Bloomington",MN,55438
"Adopt Me! Dog Rescue",skbergeson@gmail.com,,"Minnetonka",MN,55345
"Adopt-A-Pet",admin@adoptapetfm.org,701-232-5856,"Moorhead",MN,56561
"Angel of Hope Animal Rescue",angelofhoperescue@yahoo.com,763-445-0717,"Anoka",MN,55303
"Animal Allies Humane Society",adoption@animalallies.net,218-722-5341,"Duluth",MN,55802
"Animal Angels Rescue",info@animalangelsrescue.net,(612) 229-2125,"Lakeville",MN,55044
"Animal Ark",shelter@animalarkmn.org,(651) 772-8983,"Hastings",MN,55033
"Animal Humane Society - Coon Rapids",info@animalhumanesociety.org,7638624030,"Coon Rapids",MN,55448
"Animal Humane Society - Golden Valley",info@animalhumanesociety.org,7634892201,"Golden Valley",MN,55422
"Animal Humane Society - St. Paul",info@animalhumanesociety.org,6516457387,"St Paul",MN,55108
"Animal Humane Society - Woodbury",info@animalhumanesociety.org,6517306008,"Woodbury",MN,55125
"Animal Relief Fund",arfminn@yahoo.com,,"Minneapolis",MN,55417
"Arrow's Heart Animal Rescue",arrowsheart2012@gmail.com,,"Zimmerman",MN,55398
"Aussie Rescue of Minnesota",applications@aussierescuemn.org,,"Elk River",MN,55330
"Australian Cattle Dog Rescue Minnesota",acdrescuemn@gmail.com,,"Delano",MN,55328
"B.A.R.K. (Being Advocates for Rescued K-9's)",barkmn@gmail.com,651-554-9284,"St. Paul",MN,55107
"Bichon Frise Rescue",louiseann@frontiernet.net,(651) 257-7125,"Center City",MN,55012
"Blue Earth Nicollet County Humane Society",rrps@hickorytech.net,507-625-6373,"Mankato",MN,56001
"Blue Sky Rescue of Minnesota",blueskyrescue14@gmail.com,(952) 212-1008,"Wayzata",MN,55391
"Border Collie Rescue of Minnesota",info@bcrofmn.org,,"Delano",MN,55328
"Brown County Humane Society",bchsnu@hotmail.com,(507) 359-2312,"New Ulm",MN,56073
"C.A.R.E.S. (Companion Animal Rehabilitation, Education & Sanctuary)",cares@iaxs.net,,"Wyoming",MN,55092
"Camp Companion",michele@campcompanion.org,(507) 951-7801,"Rochester",MN,55903
"Canine Carroll",susan.dogscats@yahoo.com,612-616-2522,"Minnetonka",MN,55345
"Caring for Cats Inc.",jenpfalz@gmail.com,(651) 407-8485,"North Saint Paul",MN,55109
"Carver-Scott Humane Society",info@carverscotths.org,952-368-3553,"Chaska",MN,55318
"Cat Tales",cattalesmn@outlook.com,763-202-3849,"Montrose",MN,55363
"Cats Meow Dogs Bark Rescue",adoptablepets@aol.com,651-343-1964,"South St Paul",MN,55075
"Cause For Paws Inc.",cause4paws@hotmail.com,(952) 259-1483,"Roseville",MN,55113
"Central Minnesota Animal Care & Control",cmacc@integra.net,(320)-257-0103,"Sauk Rapids",MN,56379
"Coco's Heart Dog Rescue",adoptions@cocosheartdogrescue.org,,"Oakdale",MN,55128
"Col Potter Cairn Rescue Network - Midwest Region",cairnrescuecpcrn@yahoo.com,,"White Bear Township",MN,55127
"Contented Critters Animal Sanctuary",girfish@gmail.com,218-638-2153,"Makinen",MN,55763
"Corner of Kindness",adoptions@cornerofkindness.org,www.cornerofkindness.org,"St. Bonifacius",MN,55375
"Cottonwood County Animal Rescue",cottonwoodanimalrescue@gmail.com,507-831-4110, 507-831-2249, 507-822-236-1568,"Windom",MN,56101
"Crossroads Animal Shelter",info@crossroadsshelter.org,763-684-1234,"Buffalo",MN,55313
"Doberman Rescue Minnesota",adoption@dobermanrescueminnesota.com,(651) 256-2294,"Minneapolis",MN,55403
"Duke Memorial~Redwood Area Animal Shelter",adoptashelteranimaltoday@gmail.com,507-644-DUKE (3853),"Redwood Falls",MN,56283
"Ellie's Legacy Pet Rescue",karen@ellieslegacy.org,,"Alexandria",MN,56308
"Emotional Rescue",emotional.rescue1@outlook.com,(320) 400-3647,"Hastings",MN,55033
"FaerieLand Rescue",faerielandrescue@gmail.com,(612) 414-4073,"Anoka",MN,55303
"Faribault County Humane Society",ddundas@bevcomm.net,(507) 893-3034,"Blue Earth",MN,56013
"Friends Of Animals Humane Society",info@foaonline.org,(218) 879-1655,"Cloquet",MN,55720
"Fur-Ever Home Rescue",info@fureverhomerescue.com,6517074701,"Fridley",MN,55432
"Furball Farm Pet Sanctuary",cclbv6@gmail.com,6127910425,"Lakeville",MN,55044
"Gemini Rottweiler and Pitbull Rescue, Inc.",mjw96@frontiernet.net,,"Madison",MN,56256
"Gentle Touch Animal Sanctuary",gtas8899@mail.com,(763) 568-8311,"Minneapolis",MN,55411
"Good Karma Animal Rescue of MN",adoptions.goodkarma@gmail.com,,"Maple Grove",MN,55369
"Grant County Humane Society in the Fjoslien Animal Shelter",gchumsoc@runestone.net,(218) 685-6220,"Elbow Lake",MN,56531
"Great River Rescue",director@greatriverrescue.com,(218) 751-7910,"Bemidji",MN,56601
"Grey Face Rescue and Retirement",adoption@greyfacerescue.org,,"Saint Cloud",MN,56303
"Greyhound Pets of America Minnesota",info@gpa-mn.org,763.785.4000,"Minneapolis",MN,55418
"H.E.A.R.T-Helping Every Animal Rescue Team",heartrescue2016@gmail.com,5632020141,"Caledonia",MN,55921
"Happy Tails Rescue",happy@tailsrescue.org,(612) 588-0188,"Maple Grove",MN,55311
"Hawk Creek Animal Shelter",shelter@thehskmc.com,(320) 235-7612,"Willmar",MN,56201
"Heading Home K9 Rescue",hhk9rescuemn@gmail.com,,"Minneapolis",MN,55438
"Heart of a Border Collie Rescue",adopt@hoabcr.org,,"St. Paul",MN,55106
"Heart of Minnesota Animal Shelter of McLeod County",kitties_doggies@hotmail.com,320-234-9699,"Hutchinson",MN,55350
"Hiawatha Animal Humane Society",hiawathaanimal@hotmail.com,651-448-0396,"Lake City",MN,55041
"Homeward Bound Rescue",cheryl.hwb1@gmail.com,763-295-3116,"Monticello",MN,55362
"Hope for Homes Animal Rescue",hope4homesanimalrescue@hotmail.com,(901) 270-7352,"Mankato",MN,56001
"Humane Society of Freeborn County",hs_of_fc@hotmail.com,(507)377-8501,"Albert Lea",MN,56007
"Humane Society of Goodhue County",info@hsgcpets.org,(651) 388-5286,"Red Wing",MN,55066
"Humane Society of Otter Tail County",shelter@humanesocietyotc.org,(218) 739-3494,"Fergus Falls",MN,56537
"Humane Society of Polk County, Inc.",hspolkcounty@gmail.com,(218) 281-7225,"Crookston",MN,56716
"Humane Society of Swift County",hssc01@hotmail.com,320-808-3497,"Benson",MN,56215
"Humane Society of the Lakes",rachel@hsofthelakes.org,(218) 847-0511,"Detroit Lakes",MN,56501
"Italian Greyhound Rescue (IGCA) of Minnesota and North Dakota",ndigrescue@gmail.com,,"Moorhead",MN,56560
"K.A.R.E. ( Kathy's Animal Rescue Express )",kareexpress@gmail.com,320-232-7142,"Ogilvie",MN,56358
"K9 Rescue and Rehoming",k9rescueandrehoming.outreach@gmail.com,320-282-4439,"Cokato",MN,55321
"K9 Rescue of Faribault County",suemensing58@hotmail.com,507-520-4388,"Winnebago",MN,56098
"Katann Chow Rescue of Southwestern Minnesota",katannchow@mchsi.com,507-283-4576(please use email),"Luverne",MN,56156
"Kind Veterinary Clinic",alainabear919@yahoo.com,(507) 931-4700,"Saint Peter",MN,56082
"Kitten Care Group MN",kittencaregroupmn@gmail.com,,"Kasota",MN,56050
"La Crescent Animal Rescue",info@lacrescentanimalrescue.com,507-895-2066,"La Crescent",MN,55947
"Lacys Legacy Scottie and Westie Rescue",lacyslegacyrescue@gmail.com,763-221-0375,"Buffalo",MN,55313
"Lake County Humane Society",lakecountyhumanesociety@gmail.com,218-834-5806,"Two Harbors",MN,55616
"Lake of the Woods Humane Society",lowhumanesociety@gmail.com,(218) 434-1444,"Baudette",MN,56623
"Lakes Area Humane Society",lahs@gctel.net,(320) 759-2260,"Alexandria",MN,56308
"Land of Lakes Dog Rescue",landoflakesdogrescue@aol.com,,"Lakeville",MN,55044
"Last Hope Inc.",mail@last-hope.org,(651) 463-8747,"Farmington",MN,55024
"Lucky's Place",jan@luckysplace.org,320-241-1829,"Sauk Rapids",MN,56379
"Luvachin Rescue",info@luvachinrescue.org,,"St. Paul",MN,55111
"Margo's Menagerie",ccstech2@mchsi.com,(507) 836-6897,"Slayton",MN,56172
"Martin County Humane Society",pawprints01@hotmail.com,(507) 238-1885,"Fairmont",MN,56031
"Mending Spirits Animal Rescue",mendingspirits@gmail.com,,"Mankato",MN,56001
"Mesabi Humane Society",mhsanimals@yahoo.com,218-741-7425,"Virginia",MN,55792
"Midwest Old English Sheepdog Rescue",nancyhakala@aol.com,612-741-0230,"Minneapolis",MN,55437
"Minneapolis Animal Care and Control",pet.licensing@minneapolismn.gov,(612) 673-6222,"Minneapolis",MN,55411
"Minnesota Basset Rescue",mnbassetrescue@gmail.com,(612) 568-8350,"Minneapolis",MN,55418
"Minnesota Birddog Rescue",lisa@luckypets.net,651-642-9636,"Saint Paul",MN,55104
"Minnesota Boxer Rescue",info@minnesotaboxerrescue.onmicrosoft.com,(763) 647-3037,"Woodbury",MN,55125
"Minnesota Companion Rabbit Society",info@mncompanionrabbit.org,651-768-9755 (voice mail),"Edina",MN,55439
"Minnesota Humane Society",info@mnhumane.org,(651) 665-9311,"Saint Paul",MN,55125
"Minnesota Pit Bull Rescue",adopt@mnpitbull.com,,"Saint Paul",MN,55104
"Minnesota Spay/Neuter Project",minnesotaspayneuterproject@yahoo.com,,"Minneapolis",MN,55419
"Minnkota Persian Rescue",minnkotapersian@gmail.com,(608) 630-2581,"Lakeville",MN,55044
"MN Boston Terrier Rescue",barbarasbostons@yahoo.com,651/254-9874,"Minneapolis",MN,55407
"MN PAWS",minnesotapaws@gmail.com,,"St. Paul",MN,55109
"MN Pocket Pet Rescue",info@mnpocketpetrescue.org,(612) 460-1529,"Saint Paul",MN,55106
"Morrison County Animal Humane Society",mcahssocial@gmail.com,(320) 632-0703,"Little Falls",MN,56345
"Mower County Humane Society",chrissharp@charter.net,(507) 437-9262,"Austin",MN,55912
"MUSHR - Minnesota's Unwanted Siberian Husky Rescue",mushremail@gmail.com,(612) 800-3200,"Minneapolis",MN,55417
"No Dog Left Behind Rescue",info@ndlbrescue.org,612.354.6352,"Brooklyn Center",MN,55429
"No Kitten Left Behind-MN",amtauer@hotmail.com,,"St Paul",MN,55101
"Northern Lakes Rescue",info@northernlakesrescue.org,,"Pequot Lakes",MN,56472
"Northern Lights Greyhound Adoption",guber2nac@aol.com,763-754-9754,"Coon Rapids",MN,55448
"NorthStar Shih Tzu Rescue",northstarshihtzurescue@gmail.com,,"Tonka Bay",MN,55331
"Northwest Minnesota Aussie Rescue",northwestminnesotaaussierescue@yahoo.com,701-388-4265,"Ada",MN,56510
"parrothelp.com",wendy@parrothelp.com,(612) 208-2203,"Plymouth",MN,55446
"PAWS (Precious Animals Worth Saving",pawsofjackson@gmail.com,(507) 841-1834,"Jackson",MN,56143
"Paws First",pawsfirstrescue@hotmail.com,,"South Saint Paul",MN,55075
"Pennington County Humane Society",pawstrf@pawstrf.org,(218) 681-8045,"Thief River Falls",MN,56701
"Pet Adoption of Cannon Valley",pacvrescue@gmail.com,1-888-734-4414,"Cannon Falls",MN,55009
"Pet Haven Inc. of Minnesota",director@pethavenmn.org,(952) 831-3825,"Minneapolis",MN,55419
"Pet Project Rescue",info@petprojectrescue.com,,"Minneapolis",MN,55458
