Name,Email,Phone,City,State,Website,Facebook,Type,Notes
"Bloomingdale Regional Animal Shelter Society",bass@bassshelterpets.org,(973) 838-2220,"Bloomingdale",NJ,,,Shelter,""
"Bonnies Animal Rescue Kingdom",boniark15@gmail.com,,"Paramus",NJ,,,Shelter,""
"Bordentown City Cats",btowncitycats@gmail.com,(609) 324-3896,"Bordentown",NJ,,,Shelter,""
"Brendan's Meadows Rescue",brendansmeadows@yahoo.com,(908) 456-1163,"Mountainside",NJ,,,Shelter,""
"Brick City Rescue, Inc",info@brickcityrescue.com,(973) 938-2385,"Lincoln Park",NJ,,,Shelter,""
"Bridges To Safety",bridgesdogsmail@gmail.com,(732) 859-8915,"Forked River",NJ,,,Shelter,""
"Bright Starz Neu-Life Animal Rescue, Inc.",bsnlar@optimum.net,(973) 747-5464,"Haskell",NJ,,,Shelter,""
"BullMastiff Rescuers",jonicavanaugh@gmail.com,,"Pottersville",NJ,,,Shelter,""
"Bully Rescue Warriors",bullyrescuewarriors@gmail.com,,"Hamburg",NJ,,,Shelter,""
"Burlington County Animal Alliance",jajachris@aol.com,,"Willingboro",NJ,,,Shelter,""
"Burlington County Animal Shelter",kdonnelly@co.burlington.nj.us,(609) 265-5073,"Mount Holly",NJ,,,Shelter,""
"C.A.R.E. Companion Animal Rescue & Education",carenjrescue@yahoo.com,,"Old Bridge",NJ,,,Shelter,""
"Calling All Cats Rescues",callingallcatsrescues@gmail.com,,"Toms River",NJ,,,Shelter,""
"Camden Companions Animal Rescue",admin@camdencompanions.org,,"Cherry Hill",NJ,,,Shelter,""
"Camden County Animal Shelter",info@ccasnj.org,(856) 401-1300,"Blackwood",NJ,,,Shelter,""
"Cameron Animal Hospital (not a shelter)",cahadoptions@gmail.com,(973) 744-2052,"Montclair",NJ,,,Shelter,""
"Cane Corso Rescue",tammy@canecorsorescue.org,,"Monroe",NJ,,,Shelter,""
"Cape-Atlantic C.A.T.S.",wehelpcats@msn.com,(609) 399-4228,"Ocean City",NJ,,,Shelter,""
"CAPIC, Cat Adoption & Pet Information Center",catnabber1@yahoo.com,(908) 392-4238,"Raritan",NJ,,,Shelter,""
"Caring About The Strays (C.A.T.S.) Inc.",care4strays@optonline.net,(201) 666-5444,"Westwood",NJ,,,Shelter,""
"Caring Canine Connections",contact@thecccrescue.com,,"Bridgewater",NJ,,,Shelter,""
"Carols Cats",carolscatsrescue@gmail.com,(908) 874-4660,"Belle Mead",NJ,,,Shelter,""
"Cattitude Inc",njcattitude@gmail.com,,"Highland Park",NJ,,,Shelter,""
"Cause 4 Paws Inc.",c4pcats@aol.com,(908) 377-4579,"Westfield",NJ,,,Shelter,""
"Chance at Life Cat Rescue",chanceatliferescue@gmail.com,(201) 982-2219,"River Edge",NJ,,,Shelter,""
"Chelseas Hope Boxer Rescue",boxergalnj@aol.com,(888) 687-6777,"Dumont",NJ,,,Shelter,""
"CLAWS",clawsadopt@yahoo.com,(201) 768-0200,"Closter",NJ,,,Shelter,""
"Close to Home Rescue & Sanctuary Inc",doggiedogrescue@aol.com,(973) 715-2113,"Pompton Lakes",NJ,,,Shelter,""
"Coalition of Advocates for Shelter Animals",jaea3@aol.com,,"Parlin",NJ,,,Shelter,""
"Cold Nose Warm Heart Dog Rescue",coldnosewarmheartdogrescue@gmail.com,,"Succasunna",NJ,,,Shelter,""
"Collie and Ibizan Rescue of Central New Jersey",ruffcollies@outlook.com,,"Washington",NJ,,,Shelter,""
"Common Sense for Animals",tyfaneef@gmail.com,(908) 859-3060,"Broadway",NJ,,,Shelter,""
"Communities Altering The Strays (CATS)",catsincorporated@comcast.net,(908) 453-0082,"Belvidere",NJ,,,Shelter,""
"Community Pet Care",adoptions.communitypetcare@gmail.com,,"Palmyra",NJ,,,Shelter,""
"Companion Animal Placement",p_drumgoole@yahoo.com,(201) 424-5697,"Hoboken",NJ,,,Shelter,""
"Companion Animal Trust",companionanimaltrust@yahoo.com,,"Jersey City",NJ,,,Shelter,""
"Crossed Paws Rescue",enlightened34@aol.com,,"Phillipsburg",NJ,,,Shelter,""
"Cuddly Creatures Inc. Animal Rescue and Adoptions",cuddlycreaturesinc@yahoo.com,,"Manalapan",NJ,,,Shelter,""
"Cumberland County SPCA and Animal Shelter",adoptions@cumberlandcountyspca.org,(856) 691-1500,"Vineland",NJ,,,Shelter,""
"Daniel's Dream",joedwyer1207@gmail.com,(973) 780-7577,"Nutley",NJ,,,Shelter,""
"daps animals",dapsanimals@gmail.com,,"Bloomfield",NJ,,,Shelter,""
"Delaware Valley Bichon Rescue",bichonrescue@gmail.com,(856) 829-7615,"Cinnaminson",NJ,,,Shelter,""
"Diamond Dogs Rescue",tkdiamond@aol.com,(856) 498-8166,"Mount Holly",NJ,,,Shelter,""
"Don't Bully Us Rescue",adoptions@dbur.org,,"Wenonah",NJ,,,Shelter,""
"Doodle Rescue Collective Inc.",info@doodlerescuecollectiveinc.org,,"Montclair",NJ,,,Shelter,""
"Dream Home Rescue",dreamhomerescue@yahoo.com,,"Marlton",NJ,,,Shelter,""
"EASEL",kazarchi@easelnj.org,(609) 883-0540,"Ewing",NJ,,,Shelter,""
"East Coast Maine Coon Rescue",rescue@ecmcr.org,,"Hazlet",NJ,,,Shelter,""
"East Coast Paws n Claws",ecpcrescue@gmail.com,(609) 549-0468,"Toms River",NJ,,,Shelter,""
"Edison Municipal Animal Shelter",emasmanager@edisonnj.org,(732) 248-7278,"Edison",NJ,,,Shelter,""
"Elaines Foundation for Homeless Felines",effeline@comcast.net,(201) 410-7280,"Lyndhurst",NJ,,,Shelter,""
"Eleventh Hour Rescue",mainoffice@ehrdogs.org,(973) 664-0865,"Rockaway",NJ,,,Shelter,""
"Fassa's Friends Boxer Rescue, Inc.",fassasfriends@gmail.com,(856) 889-0832,"Turnersville",NJ,,,Shelter,""
"Father John's Animal House",info@fatherjohns.org,(973) 300-5909,"Lafayette",NJ,,,Shelter,""
"Feeding The Forgotten",contact@feedingtheforgotten.org,,"Parsippany",NJ,,,Shelter,""
"Feline Urban Rescue And Rehab Inc.",info@felineurbanrescueandrehab.org,(610) 588-7604,"Stewartsville",NJ,,,Shelter,""
"Feral Angels",info@feralangels.org,,"Camden",NJ,,,Shelter,""
"Fetch Me A Home Pet Rescue",fetchmeahome@comcast.net,(609) 312-3063,"Lanoka Harbor",NJ,,,Shelter,""
"Final Hope Animal Rescue and Sanctuary",info@finalhope.org,,"Jersey City",NJ,,,Shelter,""
"FIVER Cats",info@fivercats.com,,"Montclair",NJ,,,Shelter,""
"Fly Away Home Inc.",digdoggies3@aol.com,(201) 519-4708,"Palisades Park",NJ,,,Shelter,""
"FOCAS",info@focasnews.org,(201) 943-4019,"Hasbrouck Heights",NJ,,,Shelter,""
"For Bunny Sake Rabbit Rescue",forbunnysake@aol.com,,"Maple Shade",NJ,,,Shelter,""
"For The Love of Birds",fortheloveofbirdsnj@gmail.com,(609) 582-4909,"Hightstown",NJ,,,Shelter,""
"Forever Families for Felines",laydeejoey@aol.com,(908) 757-7030,"South Plainfield",NJ,,,Shelter,""
"Forgotten Tails Inc",forgottentailsinc@gmail.com,,"Bloomfield",NJ,,,Shelter,""
"FOWA",fowaadoptions@yahoo.com,(973) 902-7515,"Wayne",NJ,,,Shelter,""
"Friends of Animal Control Solutions",acsrescue@yahoo.com,,"Whitehouse",NJ,,,Shelter,""
"Friends of Homeless Animals",foha@sbcglobal.net,(888) 224-7045,"Hawthorne",NJ,,,Shelter,""
"Friends of Linden Animal Shelter, Inc.",folasinfo@gmail.com,,"Linden",NJ,,,Shelter,""
"Friends of Lord Stirling Stable",cbrosen@att.net,(908) 672-2806,"Basking Ridge",NJ,,,Shelter,""
"Friends of Rocky Mount. Animals (F.O.R.Animals)",foranimals2002@aol.com,,"Cape May",NJ,,,Shelter,""
"Friends of Sochi Dogs",info@sochidogs.org,,"Morristown",NJ,,,Shelter,""
"Friends of the Clifton Animal Shelter",cliftondogs1@gmail.com,(973) 470-5936,"Clifton",NJ,,,Shelter,""
"Fur Friends In Need, Inc.",imavegge@aol.com,(732) 829-1426,"Hazlet",NJ,,,Shelter,""
"Furever Home Dog Rescue",fureverhomedogrescue@gmail.com,,"Randolph",NJ,,,Shelter,""
"Furrever Friends Rescue & Volunteers, Inc.",adoptions@furreverfriendsrescue.org,(856) 845-8554,"Woodbury",NJ,,,Shelter,""
"Furry Angels Rescue",furryangelsresq@gmail.com,,"Elwood",NJ,,,Shelter,""
"FurryTail Endings Canine Rescue",sdaniele@furrytailendingscaninerescue.org,,"Flemington",NJ,,,Shelter,""
"Garden State German Shepherd Rescue",gsrescue@gsgsr.org,(201) 794-4746,"Millburn",NJ,,,Shelter,""
"Gateway Regional Rescue NJ",grrnewjersey@gmail.com,,"Stewartsville,",NJ,,,Shelter,""
"Gloucester County Animal Shelter",gcas@co.gloucester.nj.us,(856) 881-2828,"Clayton",NJ,,,Shelter,""
"Good Karma Dog Rescue",goodkarmadogrescue@gmail.com,,"River Vale",NJ,,,Shelter,""
"Green Mile Rescue",greenmilerescuenj@gmail.com,(973) 769-0804,"Morris Plains",NJ,,,Shelter,""
"Greyhound Angels Adoption of New Jersey",gaagreyhounds@yahoo.com,(856) 292-8780,"Millville",NJ,,,Shelter,""
"Greyhound Friends of New Jersey Inc",lelyman7@verizon.net,(732) 356-4370,"Cherry Hill",NJ,,,Shelter,""
"GSP Rescue of NJ",gsprescuenj@hotmail.com,,"Oak Ridge",NJ,,,Shelter,""
"Halfway Hounds",adopt@halfwayhounds.org,,"Park Ridge",NJ,,,Shelter,""
"Happy Feet Cat Rescue",happyfeetcatrescue@gmail.com,(201) 867-4795,"Secaucus",NJ,,,Shelter,""
"Happy Homes Animal Rescue",elaine@happyhomesinc.org,(914) 393-8292,"Old Bridge",NJ,,,Shelter,""
"Happy Paws Rescue Inc.",happypawsrescue@gmail.com,(732) 597-4524,"South Plainfield",NJ,,,Shelter,""
"Helping All Little Things",adoptions@halfrescue.com,,"Florence",NJ,,,Shelter,""
"Here Kitty Kitty",lmeowser1@gmail.com,(862) 668-4454,"Paterson",NJ,,,Shelter,""
"HiArbor, Inc.",hiarborcares@aol.com,(609) 432-5167,"Galloway",NJ,,,Shelter,""
"High Mountain Animal Rescue, Inc.",rosco798@optonline.net,,"North Haledon",NJ,,,Shelter,""
"Hodes Veterinary Group",seabreezegsd@aol.com,(973) 328-7113,"Mine Hill",NJ,,,Shelter,""
"Holisticat Rescue and Rehabilitation",holisticatrnr@yahoo.com,,"Woodbridge",NJ,,,Shelter,""
"Home For Good Dog Rescue",info@hfgdr.org,(908) 598-8212,"Berkeley Heights",NJ,,,Shelter,""
"Home Free Animal Rescue",homefreeanimalrescue@gmail.com,(732) 692-7155,"Red Bank",NJ,,,Shelter,""
"Home Sweet Home Animal Rescue",homesweethomeanimalrescue@hotmail.com,(973) 222-2199,"Denville",NJ,,,Shelter,""
"Homeless Animal Rescue Team, Inc.",hartrescue213@yahoo.com,,"Westfield",NJ,,,Shelter,""
"HOMELESS HEARTS DOG RESCUE",gone2thedawgz@yahoo.com,,"Somerset",NJ,,,Shelter,""
"Homeless Paws",sherrispyder@aol.com,,"Manahawkin",NJ,,,Shelter,""
"Hope For Animals",kittyadopt@gmail.com,(732) 549-1270,"Manalapan",NJ,,,Shelter,""
"Horse Rescue United",lunar_aradia@yahoo.com,,"Howell",NJ,,,Shelter,""
"Howling Woods Farm",luv2howl@optonline.net,(732) 534-5745,"Jackson",NJ,,,Shelter,""
"Hudson County Animal League (HCAL)",adopt@hcalnj.org,(201) 200-1008,"Jersey City",NJ,,,Shelter,""
"Hudson Haven Dog Rescue",hudsonhavendogrescue@gmail.com,(201) 240-1548,"Jersey City",NJ,,,Shelter,""
"Hug-a-Bunny Rabbit Rescue, Inc.",hugabunny@gmail.com,,"Waldwick",NJ,,,Shelter,""
"Hugs and Hope For Homeless Pets",hugsandhopeforhomelesspets@gmail.com,,"New Brunswick",NJ,,,Shelter,""
"Hugs For Hounds",lilbearsclaw@gmail.com,,"Washington Township",NJ,,,Shelter,""
"Humane Society of Bergen County/Lost Pet Inc.",hsbcnj@aol.com,(201) 896-9300,"Lyndhurst",NJ,,,Shelter,""
"Humane Society of Ocean City",info@hsocnj.org,(609) 398-9500,"Ocean City",NJ,,,Shelter,""
"Hunterdon Somerset Animal Rescue Center",hunterdonsomersetarc@gmail.com,(908) 892-8166,"Bridgewater",NJ,,,Shelter,""
"Husky House",huskyhouseinc@gmail.com,,"Matawan",NJ,,,Shelter,""
"Island Puppy Rescue, Inc.",islandpups@msn.com,,"Middlesex",NJ,,,Shelter,""
"It's a Dogs Life Rescue of NJ",itsadogsliferescueofnj@yahoo.com,(609) 712-6144,"Cream Ridge",NJ,,,Shelter,""
"Italian Greyhound Rescue Network-NJ/Eastern PA",cityiggies@me.com,(212) 387-0100,"Manalapan",NJ,,,Shelter,""
"Its A Ruff Life Rescue",aruffliferescue@gmail.com,,"Hamilton",NJ,,,Shelter,""
"J and Co Rescue",jandcodogrescue@gmail.com,,"Franklinville",NJ,,,Shelter,""
"Jefferson Township Municipal Pound",jtmpvolunteer@gmail.com,(973) 663-3241,"Lake Hopatcong",NJ,,,Shelter,""
"Jersey Girls Animal Rescue",jerseygirlsanimalrescue@gmail.com,,"South Plainfield",NJ,,,Shelter,""
"Jersey Shore Animal Center",info@jerseyshoreanimalcenter.org,(732) 920-1600,"Brick",NJ,,,Shelter,""
"Jersey Shore Animal Foundation",kim@jerseyshoreanimalfoundation.org,,"Lakehurst",NJ,,,Shelter,""
"Jersey State Feline Fanciers Inc",jerseystatecatshow@comcast.net,(856) 753-9115,"Atco",NJ,,,Shelter,""
"Jersey Tails",jerseytailscats@gmail.com,,"Jersey City",NJ,,,Shelter,""
"JerseyCats",info@jerseycats.org,(201) 305-3436,"Jersey City",NJ,,,Shelter,""
"Joa's Arc",joasarc@gmail.com,,"Audubon",NJ,,,Shelter,""
"Joe Joe's Place Animal Sanctuary",staff@joejoesplace.org,(609) 451-0482,"Medford",NJ,,,Shelter,""
"Jonah's Ark Animal Rescue",jonahsarkanimalrescue@gmail.com,(732) 232-5954,"Whiting",NJ,,,Shelter,""
"K-9s In Need",sming@mingtech.net,,"Millstone",NJ,,,Shelter,""
"Karma Cat + Zen Dog Rescue Society",adoption@karmacatzendog.org,(732) 568-4694,"East Brunswick",NJ,,,Shelter,""
"Kimmy's Safe Haven Rescue",ksb08087@comcast.net,(609) 713-4278,"Little Egg Harbor Twp",NJ,,,Shelter,""
"Kind Heart Rescue",k911rescue@aol.com,(609) 286-2191,"Cream Ridge",NJ,,,Shelter,""
"Kinnelon Volunteer Animal Shelter",shelter@kvasnj.org,(973) 283-4120,"Kinnelon",NJ,,,Shelter,""
"Kizzy's Place",kizzysplacenj@gmail.com,(856) 238-1229,"Vineland",NJ,,,Shelter,""
"Labradors + Friends",labf2@earthlink.net,,"Parsippany",NJ,,,Shelter,""
"Lambertville Animal Welfare",info@lambertvilleanimalwelfare.org,(609) 397-0461,"Lambertville",NJ,,,Shelter,""
"Lawyers In Defense of Animals (LIDA)",mdpa314@gmail.com,(908) 756-7521,"Plainfield",NJ,,,Shelter,""
"Liberty Humane Society",lhs@libertyhumane.org,(201) 547-4147,"Jersey City",NJ,,,Shelter,""
"Lifeline Animal Rescue Inc.",lifelineinfo@aol.com,,"Warren",NJ,,,Shelter,""
"Lilo's Promise Animal Rescue",lilospromise@live.com,(856) 207-7818,"Voorhees",NJ,,,Shelter,""
"Livingston, NJ Animal Shelter",acosalvadore@livingstonnj.org,(973) 992-3000,"Livingston",NJ,,,Shelter,""
"Lonely Grey Rescue",lonelygreyrescue@gmail.com,(732) 585-5559,"Woodbridge",NJ,,,Shelter,""
"Lost Dog Search and Rescue",debbie@ilostmydog.org,(732) 240-4181,"Toms River",NJ,,,Shelter,""
"Lost Paws Animal Rescue",lostpawsrescue@embarqmail.com,(908) 331-1551,"Bridgewater",NJ,,,Shelter,""
"Love Pups Pet Rescue",furkidsbulldogs@aol.com,(609) 709-7010,"Waretown",NJ,,,Shelter,""
"Luv Furever Animal Rescue - Eatontown",luvfureveranimalrescue@yahoo.com,,"Eatontown",NJ,,,Shelter,""
"Lynn's Animal Rescue",lynnsanimalrescue@gmail.com,(856) 979-4564,"Marlton",NJ,,,Shelter,""
"Maddie & Friends Inc",spaythatcat@hotmail.com,(856) 935-1763,"Salem",NJ,,,Shelter,""
"Mama's-gona Rescue",mamasgonarescue@yahoo.com,(732) 691-0036,"Tuckerton",NJ,,,Shelter,""
"MatchDog Rescue",matchdogrescue@gmail.com,(856) 628-1292,"Moorestown",NJ,,,Shelter,""
"MEOW Inc",tnr@meowinc.org,,"Eatontown",NJ,,,Shelter,""
"Meows Kitty Cat Rescue Inc.",phillyjeanemeows@gmail.com,(862) 438-0311,"West Orange",NJ,,,Shelter,""
"Mid-Atlantic Basset Hound Rescue",info@midatlanticbassets.com,(908) 256-0598,"Washington",NJ,,,Shelter,""
"Miss Pats Cats",misspatscats@yahoo.com,,"East Orange",NJ,,,Shelter,""
"Montclair Township Animal Shelter",mtas@montclairnjusa.org,(973) 744-8600,"Montclair",NJ,,,Shelter,""
"Morgan Le Fay Cat Rescue",morganlefay@optonline.net,,"South Orange",NJ,,,Shelter,""
"Mostly Shepherds Rescue",libcook@aol.com,(732) 671-3708,"New Monmouth",NJ,,,Shelter,""
"Mt. Olive TNR Project",mtolivetnr@gmail.com,(973) 804-6273,"Flanders",NJ,,,Shelter,""
"Mt. Pleasant Animal Shelter",info@njshelter.org,(973) 386-0590,"East Hanover",NJ,,,Shelter,""
"Mulligan Animal Rescue Inc.",info@mulligananimalrescue.com,,"Mount Royal",NJ,,,Shelter,""
"New Jersey Schnauzer Rescue Network Inc",info@njsrn.org,(732) 920-8242,"Fanwood",NJ,,,Shelter,""
"Ney Ney Cat Rescue",neyneycatrescue@gmail.com,(732) 938-5830,"Howell",NJ,,,Shelter,""
"NICE DOG & Howlin4Spirit Companion Animal REScue",howlin4spirit@gmail.com,(828) 245-8256,"Egg Harbor Township",NJ,,,Shelter,""
"NJ Aid for Animals, Inc.",info@njafa.org,,"Cedar Brook",NJ,,,Shelter,""
"NJ Puppy Rescue Inc.",rescue-me@earthlink.net,,"Milford",NJ,,,Shelter,""
"North Jersey Community Animal Shelter",njcas4adoption@gmail.com,(973) 850-6767,"Bloomingdale",NJ,,,Shelter,""
"North Jersey Guinea Pig and Hamster Rescue, Inc.",carlahcpa@aol.com,,"Budd Lake",NJ,,,Shelter,""
"Ocean County Animal Facility - North",nocaf@ochd.org,(732) 657-8086,"Jackson",NJ,,,Shelter,""
"ODAT - One Dog at a Time",odat_adopt1@verizon.net,,"Riverside",NJ,,,Shelter,""
"One Love Animal Rescue LLC",slhawkins16@msn.com,(609) 670-8379,"Mount Laurel",NJ,,,Shelter,""
"One Step Closer Animal Rescue (O.S.C.A.R.)",oscarrescue@yahoo.com,,"Sparta",NJ,,,Shelter,""
"Only Kindness, Inc.",info@onlykindnessrescue.org,(973) 897-7170,"Wayne",NJ,,,Shelter,""
"Only Maine Coons Rescue",info@omcrescue.org,,"Absecon",NJ,,,Shelter,""
"Oodles of Doodles Rescue Collective",oodlesofdoodles-rescue@yahoo.com,,"Jackson",NJ,,,Shelter,""
"Orphaned Pets, Inc.",carolmonj@aol.com,(973) 882-8363,"West Caldwell",NJ,,,Shelter,""
"P-U-R-R-S ...N' Pups Animal Rescue Team Inc.",smooch12345@aol.com,,"Riverdale",NJ,,,Shelter,""
"Parsippany Animal Control & Animal Shelter",shelter@parpolice.com,(973) 263-7083,"Parsippany",NJ,,,Shelter,""
"Paw It 4ward",adopt@pi4w.com,,"Cherry Hill",NJ,,,Shelter,""
"PAWS - Montclair",info@pawsmontclair.org,(973) 746-5212,"Montclair",NJ,,,Shelter,""
"Paws And Claws Society",cathouse@snip.net,,"Thorofare",NJ,,,Shelter,""
"Paws and Whiskers",pawsandwhisker@yahoo.com,,"Somerset",NJ,,,Shelter,""
"Paws for Peace",pawsforpeace@email.com,(732) 319-3980,"Middlesex",NJ,,,Shelter,""
"Paws on the Green, Inc.",pawsonthegreen@yahoo.com,,"Edgewater",NJ,,,Shelter,""
"Peace4Paws Inc.",peace4pawspresident@gmail.com,(201) 280-8696,"Westwood",NJ,,,Shelter,""
"Pekingese Rescue Network Inc.",codoan@aol.com,,"Hillsdale",NJ,,,Shelter,""
"Pennsville Animal Shelter",tlc00715@icloud.com,(609) 233-0889,"Pennsville",NJ,,,Shelter,""
"Penny Angels Beagle Rescue",beagler534@comcast.net,(609) 965-9476,"Ventnor City",NJ,,,Shelter,""
"Penny Lane Dog Adoption",feb4cem@optonline.net,,"Bridgewater",NJ,,,Shelter,""
"People for Unwanted Feline Friends",puffcats@comcast.net,(908) 234-1273,"Peapack",NJ,,,Shelter,""
"Pequannock Animal Shelter",peqshelter@gmail.com,(973) 835-3980,"Pompton Plains",NJ,,,Shelter,""
"Perth Amboy Animal Shelter",animalshelter@perthamboynjpd.org,(732) 324-3877,"Perth Amboy",NJ,,,Shelter,""
"Pet Adoption League",info@palpets.org,(973) 584-0095,"Hackettstown",NJ,,,Shelter,""
"Pet Adoption Network",paninc@att.net,,"Red Bank",NJ,,,Shelter,""
"Pet Agree Rescue of New Jersey",petagreerescue@aol.com,,"Forked River",NJ,,,Shelter,""
"Pet Rescue of Mercer",petrescueofmercer@gmail.com,,"Hamilton",NJ,,,Shelter,""
"Pet ResQ Inc.",petresqinc123@gmail.com,,"Tenafly",NJ,,,Shelter,""
"Peyton's Place Animal Rescue",admin@peytonsplaceanimalrescue.org,,"Cherry Hill",NJ,,,Shelter,""
"Pick Your Paw Animal Rescue",pickyourpaw@gmail.com,(908) 433-1796,"Oceanport",NJ,,,Shelter,""
"Pitties and Pals Rescue",pittiesandpalsrescue@yahoo.com,,"Jackson",NJ,,,Shelter,""
"Pitty Rescue",info@pittyrescue.com,(201) 951-5079,"Bloomfield",NJ,,,Shelter,""
"Plainfield Area Humane Society",contact.pahs@verizon.net,(908) 754-0300,"Plainfield",NJ,,,Shelter,""
"PointerRescue Org",pointerdad@att.net,,"Bridgeton",NJ,,,Shelter,""
"Pop-up Paws",popuppaws@gmail.com,(908) 463-2444,"Westfield",NJ,,,Shelter,""
"Popcorn Park / AHS-Forked River",njhumane2@aol.com,(609) 693-1900,"Forked River",NJ,,,Shelter,""
"Pound Dog Found Dog Rescue",peggy_kinahan@msn.com,,"Barnegat",NJ,,,Shelter,""
"Precious Puppies",carolgrandmougin@gmail.com,,"Egg Harbor",NJ,,,Shelter,""
"Puppies and More Rescue Adoption",puppiesandmore@yahoo.com,(856) 753-6538,"Marlton",NJ,,,Shelter,""
"Puppy Love Pet Rescue",info@puppylovenj.com,(732) 914-0600,"Toms River",NJ,,,Shelter,""
"Purely Positive Pets Animal Rescue",chfostermom@yahoo.com,(856) 417-2906,"Cherry Hill",NJ,,,Shelter,""
"Purrfect Angels Cat Rescue",purrfectangels2@gmail.com,(856) 516-5963,"Turnersville",NJ,,,Shelter,""
"Purrfect Cat Catchers",jbpcc09@gmail.com,,"Matawan",NJ,,,Shelter,""
"Purrfect Feline Friends, Inc.",catherinepacak1@gmail.com,,"Howell",NJ,,,Shelter,""
"Purrfect Pals, Inc.",danniwhiskers@optonline.net,,"East Hanover",NJ,,,Shelter,""
"R and M Rockin' Rescues",mwheat@randmrockinrescues.org,(201) 675-2699,"Belleville",NJ,,,Shelter,""
"Rabbit Haven by the Sea",rabbithaven123@aol.com,,"Atlantic Highlands",NJ,,,Shelter,""
"Ramapo Bergen Animal Refuge",adoptlove@rbari.org,(201) 337-5180,"Oakland",NJ,,,Shelter,""
"Randall's Rescue",support@randallsrescue.com,,"Mount Laurel",NJ,,,Shelter,""
"Randolph Regional Animal Shelter",sunnynowell@hotmail.com,(973) 543-9333,"Mendham",NJ,,,Shelter,""
"Rawhide Rescue",rawhiderescue@hotmail.com,,"Warren",NJ,,,Shelter,""
"Ray of Hope",rayofhoperescue@gmail.com,,"East Brunswick",NJ,,,Shelter,""
"Real Dog Rescue, Inc.",adopt@realdogrescue.org,(201) 632-3644,"Oakland",NJ,,,Shelter,""
"Rebeccas Rescues",rebeccasrescues@yahoo.com,(732) 773-1007,"Brick",NJ,,,Shelter,""
"Rescue Dogs Rock Animal Rescue",rdranimalrescue2014@gmail.com,(610) 733-1088,"Franklinville",NJ,,,Shelter,""
"Rescue Haven Foundation",info@ferndog.org,,"Caldwell",NJ,,,Shelter,""
"Rescue Me - Yorkie Rescue",yorkierescueme@gmail.com,(717) 264-9799,"Whiting",NJ,,,Shelter,""
"Rescue Ridge",rescueridgeshelter@gmail.com,(732) 681-3450,"Spring Lake",NJ,,,Shelter,""
"Rescue The Cats",rescuethecats@yahoo.com,(201) 376-4474,"Jersey City",NJ,,,Shelter,""
"Rescue Without Borders",rescuewithoutborders@gmail.com,,"Monroe Twp",NJ,,,Shelter,""
"Rogers Rescues",sheltercontact@rogersrescues.com,,"Clinton",NJ,,,Shelter,""
"Rosemaries Rescue Ranch",susanrescue@aol.com,(973) 220-1900,"West Caldwell",NJ,,,Shelter,""
"Ruff Rehab Inc",susan@ruffrehab.org,,"Pompton Lakes",NJ,,,Shelter,""
"S.A.R.A. Inc.",sararescue@comcast.net,(908) 464-1203,"Berkeley Heights",NJ,,,Shelter,""
"S.A.V.E. Shore Animal Volunteer Enterprise",saverescuegroups@gmail.com,(732) 831-4364,"Toms River",NJ,,,Shelter,""
"S.O.S. PETS Inc.",sospetsinc@gmail.com,,"Rockaway",NJ,,,Shelter,""
"S.T.A.R.T., Save The Animals Rescue Team",info@startpets.net,(973) 785-1245,"Little Falls",NJ,,,Shelter,""
